t_s,theta_deg,alpha_deg,alpha_dot_hat,theta_dot_hat,u_fb,u_fric,u_total,dt_ms
29.052,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,0.3
29.056,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.056,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.059,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.3
29.059,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.061,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,2.2
29.061,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,0.3
29.065,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.6
29.065,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.4
29.068,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.6
29.068,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.4
29.072,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.072,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.074,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,2.0
29.074,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.077,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.5
29.077,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,0.4
29.081,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.6
29.081,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.084,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.1
29.085,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.088,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.089,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.091,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.2
29.091,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.095,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.9
29.095,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.099,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.9
29.099,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.103,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.103,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.107,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.107,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.109,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.3
29.110,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.112,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.2
29.112,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.1
29.116,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,4.0
29.116,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.118,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.2
29.119,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.121,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.0
29.121,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.125,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.125,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.129,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.129,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.133,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.7
29.133,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.137,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.8
29.137,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.141,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.141,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.145,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.145,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.149,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.149,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.153,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.153,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.157,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.157,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.159,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.3
29.160,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.164,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,4.1
29.164,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.168,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.6
29.168,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.171,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.7
29.171,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.175,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.175,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.179,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.179,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.183,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.183,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.185,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,2.3
29.186,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,0.3
29.188,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.6
29.189,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.191,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.6
29.191,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.194,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.6
29.194,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.198,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.198,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.202,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.7
29.202,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.204,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.1
29.205,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.208,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.3
29.208,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.210,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.1
29.211,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.213,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.4
29.213,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,0.2
29.215,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.0
29.215,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.217,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.2
29.218,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.222,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.9
29.222,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.224,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,2.2
29.224,28.70,-2.29,-0.032,-0.699,0.060,-0.129,-0.069,0.2
29.228,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.228,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.231,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.2
29.232,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.236,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,4.0
29.236,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.238,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,2.4
29.239,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.242,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.243,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.246,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.246,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.250,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.8
29.250,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,0.2
29.254,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.254,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.1
29.258,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,3.9
29.258,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.1
29.261,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.1
29.261,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.1
29.265,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,4.0
29.265,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.1
29.269,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.269,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.273,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.9
29.273,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.277,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.8
29.277,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.281,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.9
29.281,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.284,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.2
29.285,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.288,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.288,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.291,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.2
29.291,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.293,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.1
29.293,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.1
29.295,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.1
29.295,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.299,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.6
29.299,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.303,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.303,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.3
29.307,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.307,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.310,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.8
29.310,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.313,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.6
29.313,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.315,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.2
29.316,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.318,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.2
29.318,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.322,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.6
29.322,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.326,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.326,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.330,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.330,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.334,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.8
29.334,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.338,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.338,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.342,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.342,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.346,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.7
29.346,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.350,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.350,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.354,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.354,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.358,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.9
29.358,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.361,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.5
29.361,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.365,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.8
29.365,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.369,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.369,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.373,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.8
29.373,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.377,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.377,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.381,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.381,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.3
29.383,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.3
29.384,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.388,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,4.0
29.388,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.392,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.6
29.392,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.396,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.396,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.399,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.7
29.400,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.402,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.2
29.402,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.406,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.6
29.406,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.410,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.8
29.410,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.414,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.414,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.418,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,3.8
29.418,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.3
29.422,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.422,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.426,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.426,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.430,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.430,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.434,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.434,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.438,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.438,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.442,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.442,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.446,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.446,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.448,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.2
29.448,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.451,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,2.4
29.451,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.4
29.455,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.6
29.455,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.457,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.2
29.457,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.460,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.2
29.460,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.3
29.462,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.0
29.462,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.465,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.5
29.465,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.469,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.469,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.473,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.473,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.477,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.477,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.481,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.481,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.484,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.3
29.485,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.488,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.6
29.489,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.491,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.3
29.491,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.495,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.495,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.499,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.499,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.503,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.503,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.507,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.7
29.507,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.510,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.2
29.511,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.513,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.3
29.513,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.516,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.3
29.516,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.520,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.520,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.524,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.524,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.526,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.2
29.526,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.530,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.530,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.534,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.534,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.538,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.538,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.2
29.542,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.542,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.546,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.546,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.549,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.3
29.549,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.553,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.553,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.557,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.557,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.559,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.1
29.559,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.3
29.563,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.563,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.567,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.567,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.571,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.571,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.575,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.575,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.579,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.7
29.579,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.583,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.583,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.586,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.1
29.586,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.590,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.7
29.590,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.594,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,4.3
29.594,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.597,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.4
29.597,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.4
29.600,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,2.6
29.600,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.3
29.604,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.604,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.608,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.608,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.612,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.612,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.616,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,3.9
29.616,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.2
29.620,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.620,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.622,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.2
29.623,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.626,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.8
29.627,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.629,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.2
29.629,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.633,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.633,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.4
29.637,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.637,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.641,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.641,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.645,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.6
29.645,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.649,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.8
29.649,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.653,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.653,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.657,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
